design_name,module_interface,ref_solution,prompt
arithmetic_core_aes128/host_interface_aes,"module host_interface_aes (
    // OUTPUTS
    output [3:0] key_en,
    output [1:0] col_addr,
    output [1:0] chmod,
    output [1:0] mode,
    output [1:0] data_type,
    output col_wr_en,
    output col_rd_en,
    output [1:0] key_sel,
    output [3:0] iv_en,
    output [3:0] iv_sel,
    output int_ccf,
    output int_err,
    output disable_core,
    output reg first_block,
    output dma_req_wr,
    output dma_req_rd,
    output reg start_core,
    output [31:0] PRDATA,
    //INPUTS
    input [3:0] PADDR,
    input [12:0] PWDATA,
    input PWRITE,
    input PENABLE,
    input PSEL,
    input PCLK,
    input PRESETn,
    input [31:0] key_bus,
    input [31:0] col_bus,
    input [31:0] iv_bus,
    input ccf_set
);",@(posedge DEFAULT_CLOCK) (!first_block_set && (PADDR == 0) ##4 1) |-> (PADDR >= 4) && (PADDR <= 6),"that after `first_block_set` is deasserted and `PADDR` is 0, within 4 clock cycles of DEFAULT_CLOCK, the `PADDR` will be in the range of 4 to 6 inclusive. Use the signals `first_block_set`, `PADDR`, and `DEFAULT_CLOCK`."
arithmetic_core_aes128/host_interface_aes,"module host_interface_aes (
    // OUTPUTS
    output [3:0] key_en,
    output [1:0] col_addr,
    output [1:0] chmod,
    output [1:0] mode,
    output [1:0] data_type,
    output col_wr_en,
    output col_rd_en,
    output [1:0] key_sel,
    output [3:0] iv_en,
    output [3:0] iv_sel,
    output int_ccf,
    output int_err,
    output disable_core,
    output reg first_block,
    output dma_req_wr,
    output dma_req_rd,
    output reg start_core,
    output [31:0] PRDATA,
    //INPUTS
    input [3:0] PADDR,
    input [12:0] PWDATA,
    input PWRITE,
    input PENABLE,
    input PSEL,
    input PCLK,
    input PRESETn,
    input [31:0] key_bus,
    input [31:0] col_bus,
    input [31:0] iv_bus,
    input ccf_set
);",@(posedge DEFAULT_CLOCK) (DEFAULT_RESET ##3 1) |-> (iv_bus >= 0) && (iv_bus <= 4091736295),"that the 'iv_bus' signal is within the range of 0 to 4091736295 inclusive, three clock cycles after 'DEFAULT_RESET' becomes deasserted. Use the signals 'DEFAULT_CLOCK', 'DEFAULT_RESET', and 'iv_bus'."
arithmetic_core_aes128/host_interface_aes,"module host_interface_aes (
    // OUTPUTS
    output [3:0] key_en,
    output [1:0] col_addr,
    output [1:0] chmod,
    output [1:0] mode,
    output [1:0] data_type,
    output col_wr_en,
    output col_rd_en,
    output [1:0] key_sel,
    output [3:0] iv_en,
    output [3:0] iv_sel,
    output int_ccf,
    output int_err,
    output disable_core,
    output reg first_block,
    output dma_req_wr,
    output dma_req_rd,
    output reg start_core,
    output [31:0] PRDATA,
    //INPUTS
    input [3:0] PADDR,
    input [12:0] PWDATA,
    input PWRITE,
    input PENABLE,
    input PSEL,
    input PCLK,
    input PRESETn,
    input [31:0] key_bus,
    input [31:0] col_bus,
    input [31:0] iv_bus,
    input ccf_set
);",@(posedge DEFAULT_CLOCK) ((PWDATA == 1928) ##2 (chmod_in == 2) ##2 1) |-> (aes_cr >= 1706) && (aes_cr <= 2007),"that after the PWDATA signal equals 1928 and two clock cycles pass, if the chmod_in signal then equals 2 and another two clock cycles pass, the aes_cr signal must be within the range 1706 to 2007, inclusive. Use the signals 'PWDATA', 'chmod_in', and 'aes_cr'."
arithmetic_core_aes128/host_interface_aes,"module host_interface_aes (
    // OUTPUTS
    output [3:0] key_en,
    output [1:0] col_addr,
    output [1:0] chmod,
    output [1:0] mode,
    output [1:0] data_type,
    output col_wr_en,
    output col_rd_en,
    output [1:0] key_sel,
    output [3:0] iv_en,
    output [3:0] iv_sel,
    output int_ccf,
    output int_err,
    output disable_core,
    output reg first_block,
    output dma_req_wr,
    output dma_req_rd,
    output reg start_core,
    output [31:0] PRDATA,
    //INPUTS
    input [3:0] PADDR,
    input [12:0] PWDATA,
    input PWRITE,
    input PENABLE,
    input PSEL,
    input PCLK,
    input PRESETn,
    input [31:0] key_bus,
    input [31:0] col_bus,
    input [31:0] iv_bus,
    input ccf_set
);",@(posedge DEFAULT_CLOCK) (!first_block ##1 !PCLK) |-> (PWDATA >= 3356) && (PWDATA <= 4994),"that when 'first_block' transitions from high to low, on the next clock cycle where 'PCLK' is low, 'PWDATA' is within the range of 3356 to 4994 inclusive. Use the signals 'first_block', 'PCLK', and 'PWDATA'."
arithmetic_core_aes128/host_interface_aes,"module host_interface_aes (
    // OUTPUTS
    output [3:0] key_en,
    output [1:0] col_addr,
    output [1:0] chmod,
    output [1:0] mode,
    output [1:0] data_type,
    output col_wr_en,
    output col_rd_en,
    output [1:0] key_sel,
    output [3:0] iv_en,
    output [3:0] iv_sel,
    output int_ccf,
    output int_err,
    output disable_core,
    output reg first_block,
    output dma_req_wr,
    output dma_req_rd,
    output reg start_core,
    output [31:0] PRDATA,
    //INPUTS
    input [3:0] PADDR,
    input [12:0] PWDATA,
    input PWRITE,
    input PENABLE,
    input PSEL,
    input PCLK,
    input PRESETn,
    input [31:0] key_bus,
    input [31:0] col_bus,
    input [31:0] iv_bus,
    input ccf_set
);",@(posedge DEFAULT_CLOCK) ((PWDATA >= 4108) && (PWDATA <= 8191) ##4 (aes_cr == 1715)) |-> (key_sel >= 0) && (key_sel <= 1),"that when the input data width (PWDATA) is between 4108 and 8191 inclusive, after exactly 4 clock cycles, if aes_cr equals 1715, then the key selection (key_sel) value must be between 0 and 1 inclusive. Use the signals 'PWDATA', 'aes_cr', and 'key_sel'."
arithmetic_core_aes128/host_interface_aes,"module host_interface_aes (
    // OUTPUTS
    output [3:0] key_en,
    output [1:0] col_addr,
    output [1:0] chmod,
    output [1:0] mode,
    output [1:0] data_type,
    output col_wr_en,
    output col_rd_en,
    output [1:0] key_sel,
    output [3:0] iv_en,
    output [3:0] iv_sel,
    output int_ccf,
    output int_err,
    output disable_core,
    output reg first_block,
    output dma_req_wr,
    output dma_req_rd,
    output reg start_core,
    output [31:0] PRDATA,
    //INPUTS
    input [3:0] PADDR,
    input [12:0] PWDATA,
    input PWRITE,
    input PENABLE,
    input PSEL,
    input PCLK,
    input PRESETn,
    input [31:0] key_bus,
    input [31:0] col_bus,
    input [31:0] iv_bus,
    input ccf_set
);",@(posedge DEFAULT_CLOCK) ((PWDATA == 7091) && (aes_cr == 1715)) |-> (key_sel >= 0) && (key_sel <= 1),"that when the PWDATA signal is equal to 7091 and the aes_cr signal is equal to 1715, the key_sel signal must be greater than or equal to 0 and less than or equal to 1. Use the signal 'DEFAULT_CLOCK' for the clock edge."
arithmetic_core_aes128/host_interface_aes,"module host_interface_aes (
    // OUTPUTS
    output [3:0] key_en,
    output [1:0] col_addr,
    output [1:0] chmod,
    output [1:0] mode,
    output [1:0] data_type,
    output col_wr_en,
    output col_rd_en,
    output [1:0] key_sel,
    output [3:0] iv_en,
    output [3:0] iv_sel,
    output int_ccf,
    output int_err,
    output disable_core,
    output reg first_block,
    output dma_req_wr,
    output dma_req_rd,
    output reg start_core,
    output [31:0] PRDATA,
    //INPUTS
    input [3:0] PADDR,
    input [12:0] PWDATA,
    input PWRITE,
    input PENABLE,
    input PSEL,
    input PCLK,
    input PRESETn,
    input [31:0] key_bus,
    input [31:0] col_bus,
    input [31:0] iv_bus,
    input ccf_set
);",@(posedge DEFAULT_CLOCK) ((key_en == 1) ##1 (iv_bus >= 84611850) && (iv_bus <= 2240259083) ##1 1) |-> (key_en >= 0) && (key_en <= 4),"that after 'key_en' equals 1, within the next clock cycle, 'iv_bus' is within the range 84611850 to 2240259083 inclusive, and in the subsequent clock cycle, 'key_en' is within the range 0 to 4 inclusive. Use the signals 'key_en', 'iv_bus', and 'DEFAULT_CLOCK'."
arithmetic_core_aes128/host_interface_aes,"module host_interface_aes (
    // OUTPUTS
    output [3:0] key_en,
    output [1:0] col_addr,
    output [1:0] chmod,
    output [1:0] mode,
    output [1:0] data_type,
    output col_wr_en,
    output col_rd_en,
    output [1:0] key_sel,
    output [3:0] iv_en,
    output [3:0] iv_sel,
    output int_ccf,
    output int_err,
    output disable_core,
    output reg first_block,
    output dma_req_wr,
    output dma_req_rd,
    output reg start_core,
    output [31:0] PRDATA,
    //INPUTS
    input [3:0] PADDR,
    input [12:0] PWDATA,
    input PWRITE,
    input PENABLE,
    input PSEL,
    input PCLK,
    input PRESETn,
    input [31:0] key_bus,
    input [31:0] col_bus,
    input [31:0] iv_bus,
    input ccf_set
);",@(posedge DEFAULT_CLOCK) ((PWDATA >= 0) && (PWDATA <= 4094) ##1 (PWDATA == 6271) ##3 1) |-> (aes_cr == 1005),"that after PWDATA is within the range of 0 to 4094 on one clock cycle, if it equals 6271 exactly three clock cycles later, then aes_cr must equal 1005 on the following clock cycle. Use the signals 'PWDATA' and 'aes_cr'."
arithmetic_core_aes128/host_interface_aes,"module host_interface_aes (
    // OUTPUTS
    output [3:0] key_en,
    output [1:0] col_addr,
    output [1:0] chmod,
    output [1:0] mode,
    output [1:0] data_type,
    output col_wr_en,
    output col_rd_en,
    output [1:0] key_sel,
    output [3:0] iv_en,
    output [3:0] iv_sel,
    output int_ccf,
    output int_err,
    output disable_core,
    output reg first_block,
    output dma_req_wr,
    output dma_req_rd,
    output reg start_core,
    output [31:0] PRDATA,
    //INPUTS
    input [3:0] PADDR,
    input [12:0] PWDATA,
    input PWRITE,
    input PENABLE,
    input PSEL,
    input PCLK,
    input PRESETn,
    input [31:0] key_bus,
    input [31:0] col_bus,
    input [31:0] iv_bus,
    input ccf_set
);",@(posedge DEFAULT_CLOCK) (!dma_req_wr ##3 1) |-> (col_addr == 3),"that after the `dma_req_wr` signal is deasserted, within exactly 3 clock cycles the `col_addr` output becomes equal to 3. Use the signal `DEFAULT_CLOCK` for the clock edge."
arithmetic_core_aes128/host_interface_aes,"module host_interface_aes (
    // OUTPUTS
    output [3:0] key_en,
    output [1:0] col_addr,
    output [1:0] chmod,
    output [1:0] mode,
    output [1:0] data_type,
    output col_wr_en,
    output col_rd_en,
    output [1:0] key_sel,
    output [3:0] iv_en,
    output [3:0] iv_sel,
    output int_ccf,
    output int_err,
    output disable_core,
    output reg first_block,
    output dma_req_wr,
    output dma_req_rd,
    output reg start_core,
    output [31:0] PRDATA,
    //INPUTS
    input [3:0] PADDR,
    input [12:0] PWDATA,
    input PWRITE,
    input PENABLE,
    input PSEL,
    input PCLK,
    input PRESETn,
    input [31:0] key_bus,
    input [31:0] col_bus,
    input [31:0] iv_bus,
    input ccf_set
);",@(posedge DEFAULT_CLOCK) (!PRESETn ##1 (PWDATA == 6271) ##3 1) |-> (aes_cr == 1005),"that after a negative edge of the PRESETn signal, if the PWDATA signal is equal to 6271 within the next clock cycle, then exactly three cycles later, the aes_cr signal must be equal to 1005. Use the signals 'PRESETn', 'PWDATA', and 'aes_cr'."
arithmetic_core_aes128/host_interface_aes,"module host_interface_aes (
    // OUTPUTS
    output [3:0] key_en,
    output [1:0] col_addr,
    output [1:0] chmod,
    output [1:0] mode,
    output [1:0] data_type,
    output col_wr_en,
    output col_rd_en,
    output [1:0] key_sel,
    output [3:0] iv_en,
    output [3:0] iv_sel,
    output int_ccf,
    output int_err,
    output disable_core,
    output reg first_block,
    output dma_req_wr,
    output dma_req_rd,
    output reg start_core,
    output [31:0] PRDATA,
    //INPUTS
    input [3:0] PADDR,
    input [12:0] PWDATA,
    input PWRITE,
    input PENABLE,
    input PSEL,
    input PCLK,
    input PRESETn,
    input [31:0] key_bus,
    input [31:0] col_bus,
    input [31:0] iv_bus,
    input ccf_set
);",@(posedge DEFAULT_CLOCK) ((key_bus >= 2856348756) && (key_bus <= 3961103064) ##3 (data_type == 2) ##1 1) |-> (mode >= 0) && (mode <= 1),"that the mode signal is within the range 0 to 1 inclusive when, after the key_bus signal is within the range 2856348756 to 3961103064 inclusive, after exactly 3 clock cycles the data_type signal is equal to 2, and then after exactly 1 more clock cycle. Use the signals 'key_bus', 'data_type', and 'mode'."
arithmetic_core_aes128/host_interface_aes,"module host_interface_aes (
    // OUTPUTS
    output [3:0] key_en,
    output [1:0] col_addr,
    output [1:0] chmod,
    output [1:0] mode,
    output [1:0] data_type,
    output col_wr_en,
    output col_rd_en,
    output [1:0] key_sel,
    output [3:0] iv_en,
    output [3:0] iv_sel,
    output int_ccf,
    output int_err,
    output disable_core,
    output reg first_block,
    output dma_req_wr,
    output dma_req_rd,
    output reg start_core,
    output [31:0] PRDATA,
    //INPUTS
    input [3:0] PADDR,
    input [12:0] PWDATA,
    input PWRITE,
    input PENABLE,
    input PSEL,
    input PCLK,
    input PRESETn,
    input [31:0] key_bus,
    input [31:0] col_bus,
    input [31:0] iv_bus,
    input ccf_set
);",@(posedge DEFAULT_CLOCK) ((PADDR >= 0) && (PADDR <= 1) ##4 1) |-> (cnt == 3),"that when the PADDR signal is within the range of 0 to 1 inclusively, after exactly 4 clock cycles, the cnt signal should be equal to 3. Use the signals 'PADDR' and 'cnt', and refer to the clock as 'DEFAULT_CLOCK'."
arithmetic_core_aes128/host_interface_aes,"module host_interface_aes (
    // OUTPUTS
    output [3:0] key_en,
    output [1:0] col_addr,
    output [1:0] chmod,
    output [1:0] mode,
    output [1:0] data_type,
    output col_wr_en,
    output col_rd_en,
    output [1:0] key_sel,
    output [3:0] iv_en,
    output [3:0] iv_sel,
    output int_ccf,
    output int_err,
    output disable_core,
    output reg first_block,
    output dma_req_wr,
    output dma_req_rd,
    output reg start_core,
    output [31:0] PRDATA,
    //INPUTS
    input [3:0] PADDR,
    input [12:0] PWDATA,
    input PWRITE,
    input PENABLE,
    input PSEL,
    input PCLK,
    input PRESETn,
    input [31:0] key_bus,
    input [31:0] col_bus,
    input [31:0] iv_bus,
    input ccf_set
);",@(posedge DEFAULT_CLOCK) ((aes_cr == 1847) ##1 (chmod_in == 3)) |-> (iv_bus >= 0) && (iv_bus <= 3907379409),"that when the signal 'aes_cr' is equal to 1847, on the next clock cycle if 'chmod_in' is equal to 3, then the value of 'iv_bus' must be greater than or equal to 0 and less than or equal to 3907379409. Use the signals 'aes_cr', 'chmod_in', and 'iv_bus'."
arithmetic_core_aes128/host_interface_aes,"module host_interface_aes (
    // OUTPUTS
    output [3:0] key_en,
    output [1:0] col_addr,
    output [1:0] chmod,
    output [1:0] mode,
    output [1:0] data_type,
    output col_wr_en,
    output col_rd_en,
    output [1:0] key_sel,
    output [3:0] iv_en,
    output [3:0] iv_sel,
    output int_ccf,
    output int_err,
    output disable_core,
    output reg first_block,
    output dma_req_wr,
    output dma_req_rd,
    output reg start_core,
    output [31:0] PRDATA,
    //INPUTS
    input [3:0] PADDR,
    input [12:0] PWDATA,
    input PWRITE,
    input PENABLE,
    input PSEL,
    input PCLK,
    input PRESETn,
    input [31:0] key_bus,
    input [31:0] col_bus,
    input [31:0] iv_bus,
    input ccf_set
);",@(posedge DEFAULT_CLOCK) ((PADDR >= 4) && (PADDR <= 6) ##3 1) |-> (cnt == 3),that the count signal becomes 3 within three clock cycles after the PADDR signal takes a value between 4 and 6 (inclusive). Use the signals 'PADDR' and 'cnt'.
arithmetic_core_aes128/host_interface_aes,"module host_interface_aes (
    // OUTPUTS
    output [3:0] key_en,
    output [1:0] col_addr,
    output [1:0] chmod,
    output [1:0] mode,
    output [1:0] data_type,
    output col_wr_en,
    output col_rd_en,
    output [1:0] key_sel,
    output [3:0] iv_en,
    output [3:0] iv_sel,
    output int_ccf,
    output int_err,
    output disable_core,
    output reg first_block,
    output dma_req_wr,
    output dma_req_rd,
    output reg start_core,
    output [31:0] PRDATA,
    //INPUTS
    input [3:0] PADDR,
    input [12:0] PWDATA,
    input PWRITE,
    input PENABLE,
    input PSEL,
    input PCLK,
    input PRESETn,
    input [31:0] key_bus,
    input [31:0] col_bus,
    input [31:0] iv_bus,
    input ccf_set
);",@(posedge DEFAULT_CLOCK) ((PWDATA >= 0) && (PWDATA <= 2004) ##3 (aes_cr == 2007) ##1 1) |-> (chmod >= 2) && (chmod <= 3),"that when the data bus PWDATA is within the inclusive range of 0 to 2004, then three clock cycles later, if aes_cr equals 2007, it implies that one clock cycle after this condition, the chmod signal must be within the inclusive range of 2 to 3. Use the signals 'PWDATA', 'aes_cr', and 'chmod'."
arithmetic_core_aes128/host_interface_aes,"module host_interface_aes (
    // OUTPUTS
    output [3:0] key_en,
    output [1:0] col_addr,
    output [1:0] chmod,
    output [1:0] mode,
    output [1:0] data_type,
    output col_wr_en,
    output col_rd_en,
    output [1:0] key_sel,
    output [3:0] iv_en,
    output [3:0] iv_sel,
    output int_ccf,
    output int_err,
    output disable_core,
    output reg first_block,
    output dma_req_wr,
    output dma_req_rd,
    output reg start_core,
    output [31:0] PRDATA,
    //INPUTS
    input [3:0] PADDR,
    input [12:0] PWDATA,
    input PWRITE,
    input PENABLE,
    input PSEL,
    input PCLK,
    input PRESETn,
    input [31:0] key_bus,
    input [31:0] col_bus,
    input [31:0] iv_bus,
    input ccf_set
);",@(posedge DEFAULT_CLOCK) (!write_en ##4 (PWDATA == 7327)) |-> (aes_cr >= 646) && (aes_cr <= 872),"that after four cycles of the 'write_en' signal being deasserted, if 'PWDATA' equals 7327, then 'aes_cr' must be within the range of 646 to 872 inclusive. Use the signals 'write_en', 'PWDATA', 'aes_cr', and 'DEFAULT_CLOCK'."
arithmetic_core_aes128/key_expander,"module key_expander module key_expander
(
	// OUTPUTS
	output  [127:0] key_out,
	output  [ 31:0] g_in,
	// INPUTS
	input  [ 31:0] g_out,
	input  [127:0] key_in,
	input  [  3:0] round,
	input add_w_out,
	input enc_dec
);",@(posedge DEFAULT_CLOCK) ((rc == 16) ##2 (round >= 0) && (round <= 6) ##1 1) |-> (rc_inv >= 0) && (rc_inv <= 32),"that after 'rc' has a value of 16 for two consecutive DEFAULT_CLOCK cycles, and 'round' has a value between 0 and 6 (inclusive) in the next cycle, 'rc_inv' will have a value between 0 and 32 (inclusive) in the subsequent cycle. Use the signals 'rc', 'round', and 'rc_inv'."
arithmetic_core_aes128/key_expander,"module key_expander module key_expander
(
	// OUTPUTS
	output  [127:0] key_out,
	output  [ 31:0] g_in,
	// INPUTS
	input  [ 31:0] g_out,
	input  [127:0] key_in,
	input  [  3:0] round,
	input add_w_out,
	input enc_dec
);",@(posedge DEFAULT_CLOCK) ((g_out == 2135315966) ##2 1) |-> (rc_dir >= 27) && (rc_dir <= 64),"that when the signal g_out is equal to 2135315966, after a delay of two clock cycles, the value of rc_dir is between 27 and 64 inclusive. Use the signal 'rc_dir'."
arithmetic_core_aes128/key_expander,"module key_expander module key_expander
(
	// OUTPUTS
	output  [127:0] key_out,
	output  [ 31:0] g_in,
	// INPUTS
	input  [ 31:0] g_out,
	input  [127:0] key_in,
	input  [  3:0] round,
	input add_w_out,
	input enc_dec
);",@(posedge DEFAULT_CLOCK) ((rc_dir == 128) && (key_out >= 938111343) && (key_out <= 2003453422) ##2 (rc_inv == 27)) |-> (rc == 27),"that when the signal 'rc_dir' is equal to 128, and the 'key_out' signal value is greater than or equal to 938111343 and less than or equal to 2003453422, then exactly two clock cycles later the 'rc_inv' signal must be equal to 27. This sequence, if it occurs, ensures that the 'rc' signal will be equal to 27. Use the signals 'rc_dir', 'key_out', 'rc_inv', and 'rc'."
arithmetic_core_aes128/key_expander,"module key_expander module key_expander
(
	// OUTPUTS
	output  [127:0] key_out,
	output  [ 31:0] g_in,
	// INPUTS
	input  [ 31:0] g_out,
	input  [127:0] key_in,
	input  [  3:0] round,
	input add_w_out,
	input enc_dec
);",@(posedge DEFAULT_CLOCK) ((key_out >= 1591166909) && (key_out <= 1711764428)) |-> (key_out >= 1288194457) && (key_out <= 1711764428),"that the output key value stays within a specific range after initially being within a certain range. Use the signals 'key_out' and 'DEFAULT_CLOCK'. If 'key_out' is initially between 1591166909 and 1711764428, it must subsequently remain between 1288194457 and 1711764428."
arithmetic_core_aes128/key_expander,"module key_expander module key_expander
(
	// OUTPUTS
	output  [127:0] key_out,
	output  [ 31:0] g_in,
	// INPUTS
	input  [ 31:0] g_out,
	input  [127:0] key_in,
	input  [  3:0] round,
	input add_w_out,
	input enc_dec
);",@(posedge DEFAULT_CLOCK) ((round >= 4) && (round <= 6) ##3 (g_out >= 1807791063) && (g_out <= 1822182361)) |-> (rc == 128),"that when the 'round' signal is between 4 and 6 inclusive, after 3 clock cycles, if the 'g_out' signal is between 1807791063 and 1822182361 inclusive, it guarantees that the 'rc' signal will be 128. Use the signals 'round', 'g_out', and 'rc'."
arithmetic_core_aes128/key_expander,"module key_expander module key_expander
(
	// OUTPUTS
	output  [127:0] key_out,
	output  [ 31:0] g_in,
	// INPUTS
	input  [ 31:0] g_out,
	input  [127:0] key_in,
	input  [  3:0] round,
	input add_w_out,
	input enc_dec
);",@(posedge DEFAULT_CLOCK) ((rc == 16) && enc_dec ##1 (rc == 4)) |-> (rc_dir == 4),"that when the round counter 'rc' is equal to 16 and 'enc_dec' signal is asserted, then after one clock cycle, the 'rc' must be at 4. Use the signals 'rc', 'enc_dec', and 'DEFAULT_CLOCK'."
arithmetic_core_cavlc_decoder/cavlc_fsm,"module cavlc_fsm module cavlc_fsm
(
    clk,
    rst_n,
    ena,
    start,
    max_coeff_num,
    TotalCoeff,
    TotalCoeff_comb,
    TrailingOnes,
    TrailingOnes_comb,
    ZeroLeft,
    state,
    i,
    idle,
    valid
);",@(posedge clk) ((TotalCoeff == 4) && (ZeroLeft == 7) ##1 (TrailingOnes_comb == 0) ##3 1) |-> (max_coeff_num >= 24) && (max_coeff_num <= 31),"that when TotalCoeff equals 4 and ZeroLeft equals 7, then after one clock cycle TrailingOnes_comb equals 0, and after three more clock cycles, max_coeff_num is in the range of 24 to 31 inclusive. Use the signals 'TotalCoeff', 'ZeroLeft', 'TrailingOnes_comb', and 'max_coeff_num'."
arithmetic_core_cavlc_decoder/cavlc_fsm,"module cavlc_fsm module cavlc_fsm
(
    clk,
    rst_n,
    ena,
    start,
    max_coeff_num,
    TotalCoeff,
    TotalCoeff_comb,
    TrailingOnes,
    TrailingOnes_comb,
    ZeroLeft,
    state,
    i,
    idle,
    valid
);",@(posedge clk) ((TotalCoeff_comb >= 7) && (TotalCoeff_comb <= 10)) |-> (TotalCoeff_comb >= 0) && (TotalCoeff_comb <= 15),"that when the 'TotalCoeff_comb' signal is within the range of 7 to 10, it implies that 'TotalCoeff_comb' will always be within the range of 0 to 15 on the next clock cycle. Use the signal 'TotalCoeff_comb'."
arithmetic_core_cavlc_decoder/cavlc_fsm,"module cavlc_fsm module cavlc_fsm
(
    clk,
    rst_n,
    ena,
    start,
    max_coeff_num,
    TotalCoeff,
    TotalCoeff_comb,
    TrailingOnes,
    TrailingOnes_comb,
    ZeroLeft,
    state,
    i,
    idle,
    valid
);",@(posedge clk) ((TotalCoeff >= 0) && (TotalCoeff <= 2) && (TotalCoeff_comb >= 18) && (TotalCoeff_comb <= 22) && (ZeroLeft == 4) ##1 1) |-> (max_coeff_num >= 16) && (max_coeff_num <= 31),"that when TotalCoeff is between 0 and 2 inclusive, TotalCoeff_comb is between 18 and 22 inclusive, and ZeroLeft is exactly 4 at the current clock cycle, then in the next clock cycle, max_coeff_num must be between 16 and 31 inclusive. Use the signals 'TotalCoeff', 'TotalCoeff_comb', 'ZeroLeft', and 'max_coeff_num'."
arithmetic_core_cavlc_decoder/cavlc_fsm,"module cavlc_fsm module cavlc_fsm
(
    clk,
    rst_n,
    ena,
    start,
    max_coeff_num,
    TotalCoeff,
    TotalCoeff_comb,
    TrailingOnes,
    TrailingOnes_comb,
    ZeroLeft,
    state,
    i,
    idle,
    valid
);",@(posedge clk) ((TotalCoeff_comb >= 2) && (TotalCoeff_comb <= 3) ##2 (TotalCoeff_comb == 0)) |-> (ZeroLeft >= 0) && (ZeroLeft <= 4),"that when the combined total coefficient 'TotalCoeff_comb' is between 2 and 3, then after two clock cycles it must be 0, this condition implies that 'ZeroLeft' must be between 0 and 4 inclusive. Use the signals 'TotalCoeff_comb' and 'ZeroLeft'."
arithmetic_core_cavlc_decoder/cavlc_fsm,"module cavlc_fsm module cavlc_fsm
(
    clk,
    rst_n,
    ena,
    start,
    max_coeff_num,
    TotalCoeff,
    TotalCoeff_comb,
    TrailingOnes,
    TrailingOnes_comb,
    ZeroLeft,
    state,
    i,
    idle,
    valid
);",@(posedge clk) ((TotalCoeff_comb >= 0) && (TotalCoeff_comb <= 8) ##4 (TotalCoeff == 28) && (ZeroLeft == 11)) |-> (TrailingOnes_comb == 3),"that when TotalCoeff_comb is within the range [0, 8] at the current cycle, then 4 cycles later, if TotalCoeff equals 28 and ZeroLeft equals 11, it must result in TrailingOnes_comb being 3. Use the signals 'TotalCoeff_comb', 'TotalCoeff', 'ZeroLeft', and 'TrailingOnes_comb'."
arithmetic_core_cavlc_decoder/cavlc_fsm,"module cavlc_fsm module cavlc_fsm
(
    clk,
    rst_n,
    ena,
    start,
    max_coeff_num,
    TotalCoeff,
    TotalCoeff_comb,
    TrailingOnes,
    TrailingOnes_comb,
    ZeroLeft,
    state,
    i,
    idle,
    valid
);",@(posedge clk) ((TotalCoeff >= 0) && (TotalCoeff <= 7) ##1 (TotalCoeff_comb >= 0) && (TotalCoeff_comb <= 3) && (max_coeff_num >= 15) && (max_coeff_num <= 31) ##1 (TotalCoeff_comb == 31) ##2 1) |-> (TotalCoeff >= 6) && (TotalCoeff <= 13),"that after two clock cycles when TotalCoeff_comb equals 31, the TotalCoeff will be between 6 and 13 inclusive, given that initially TotalCoeff is between 0 and 7, followed by one clock cycle where TotalCoeff_comb is between 0 and 3 and max_coeff_num is between 15 and 31. Use the signals 'TotalCoeff', 'TotalCoeff_comb', and 'max_coeff_num'."
arithmetic_core_cavlc_decoder/cavlc_len_gen,"module cavlc_len_gen module cavlc_len_gen
(
    cavlc_state,
    len_read_total_coeffs_comb,
    len_read_levels_comb,
    len_read_total_zeros_comb,
    len_read_run_befores_comb,
    len_comb
);",@(posedge DEFAULT_CLOCK) ((len_read_total_coeffs_comb >= 20) && (len_read_total_coeffs_comb <= 24)) |-> (len_read_total_coeffs_comb >= 20) && (len_read_total_coeffs_comb <= 31),"that when the signal len_read_total_coeffs_comb is within the range 20 to 24 (inclusive), it implies that len_read_total_coeffs_comb will subsequently be within the range 20 to 31 (inclusive). Use the signal 'len_read_total_coeffs_comb' and the clock 'DEFAULT_CLOCK'."
arithmetic_core_cavlc_decoder/cavlc_len_gen,"module cavlc_len_gen module cavlc_len_gen
(
    cavlc_state,
    len_read_total_coeffs_comb,
    len_read_levels_comb,
    len_read_total_zeros_comb,
    len_read_run_befores_comb,
    len_comb
);",@(posedge DEFAULT_CLOCK) ((len_comb == 19) ##2 (len_read_total_zeros_comb == 2)) |-> (len_read_levels_comb >= 0) && (len_read_levels_comb <= 8),"that when the signal `len_comb` equals 19 and two clock cycles later `len_read_total_zeros_comb` equals 2, it implies that `len_read_levels_comb` must be greater than or equal to 0 and less than or equal to 8. Use the signals `len_comb`, `len_read_total_zeros_comb`, and `len_read_levels_comb`."
arithmetic_core_cavlc_decoder/cavlc_len_gen,"module cavlc_len_gen module cavlc_len_gen
(
    cavlc_state,
    len_read_total_coeffs_comb,
    len_read_levels_comb,
    len_read_total_zeros_comb,
    len_read_run_befores_comb,
    len_comb
);",@(posedge DEFAULT_CLOCK) ((len_read_levels_comb >= 18) && (len_read_levels_comb <= 31) ##1 (cavlc_state == 38) && (len_read_run_befores_comb == 15) ##1 1) |-> (len_read_total_coeffs_comb >= 13) && (len_read_total_coeffs_comb <= 18),"that when both `len_read_levels_comb` is within the range of 18 to 31 inclusive and, after one clock cycle, `cavlc_state` equals 38 and `len_read_run_befores_comb` equals 15, then in the following clock cycle, `len_read_total_coeffs_comb` must be within the range of 13 to 18 inclusive. Use the signals `len_read_levels_comb`, `cavlc_state`, `len_read_run_befores_comb`, and `len_read_total_coeffs_comb`."
